x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,D,U
118.25,1.62,19.0,0.84,0.02,0.02,2.11,0.61,1.06,0.27,32.0,4184.85,90.0,23.0,3.0,0.0,896.0,8.0,0.36,1.0,335.0,0.26469453376205787
190.27,4.76,17.0,0.88,0.07,0.02,4.64,0.81,1.05,0.82,38.0,5996.6,60.0,18.0,3.0,3.0,189.0,9.0,0.23,1.0,528.0,0.05194148936170213
161.82,2.05,3.0,0.88,0.01,0.02,4.51,0.95,0.91,0.89,9.0,696.38,90.0,30.0,2.0,3.0,440.0,9.0,0.78,0.0,582.0,0.11953524051864464
384.78,6.52,16.0,0.95,0.01,0.0,0.35,0.65,0.99,0.35,41.0,1836.23,30.0,58.0,0.0,1.0,221.0,8.0,0.65,1.0,201.0,0.6966666666666667
65.09,9.45,14.0,0.83,0.07,0.03,1.34,0.99,1.16,0.68,38.0,2347.69,90.0,18.0,1.0,0.0,933.0,3.0,0.37,1.0,881.0,0.32987179487179485
306.45,6.96,12.0,0.78,0.02,0.02,0.77,0.6,1.11,0.12,5.0,4134.39,60.0,21.0,1.0,3.0,685.0,7.0,0.01,1.0,97.0,0.431864406779661
393.11,1.69,28.0,0.78,0.03,0.0,2.67,0.95,0.89,0.74,1.0,3773.47,90.0,22.0,1.0,2.0,649.0,4.0,0.76,1.0,467.0,0.206158038147139
444.54,4.19,12.0,0.86,0.05,0.02,3.75,0.74,1.15,0.17,35.0,7249.83,90.0,29.0,0.0,2.0,817.0,8.0,0.48,1.0,167.0,0.172
203.94,5.96,29.0,0.83,0.04,0.01,1.48,0.65,0.83,0.69,35.0,2665.88,45.0,24.0,2.0,3.0,739.0,7.0,0.07,0.0,282.0,0.32129032258064516
419.57,4.63,11.0,0.83,0.07,0.02,3.79,0.66,0.97,0.42,12.0,665.01,60.0,28.0,1.0,3.0,662.0,12.0,0.12,0.0,949.0,0.11241319837825113
99.78,8.5,17.0,0.73,0.06,0.01,3.34,0.88,0.83,0.93,36.0,648.88,60.0,52.0,1.0,3.0,442.0,9.0,0.63,0.0,977.0,0.07153007655335385
430.9,8.33,8.0,0.92,0.06,0.03,3.64,0.95,1.17,0.46,21.0,212.0,45.0,50.0,0.0,3.0,653.0,8.0,0.55,0.0,341.0,0.18637931034482758
107.37,6.51,17.0,0.76,0.07,0.03,4.74,0.86,0.82,0.03,48.0,476.46,45.0,37.0,2.0,2.0,875.0,3.0,0.24,1.0,291.0,0.12313588850174215
228.78,4.36,21.0,0.76,0.03,0.03,2.12,0.97,0.86,0.48,43.0,8600.74,30.0,49.0,2.0,1.0,772.0,5.0,0.14,0.0,666.0,0.23628205128205126
408.78,3.3,25.0,0.82,0.03,0.04,1.71,0.94,1.17,0.8,8.0,7002.7,90.0,21.0,0.0,3.0,899.0,3.0,0.88,0.0,172.0,0.2935055350553505
117.46,1.95,23.0,0.77,0.04,0.02,3.42,0.6,1.03,0.65,27.0,9959.72,15.0,59.0,1.0,0.0,110.0,11.0,0.13,0.0,183.0,0.10052666716118983
153.16,4.19,20.0,0.88,0.03,0.03,4.04,0.87,1.12,0.97,9.0,301.1,15.0,27.0,2.0,1.0,329.0,12.0,0.09,0.0,117.0,0.16936507936507936
375.01,4.72,11.0,0.81,0.1,0.04,0.96,0.72,0.81,0.84,28.0,8505.12,45.0,14.0,2.0,2.0,107.0,9.0,0.62,1.0,910.0,0.04373346041713389
374.02,7.08,25.0,0.83,0.08,0.02,4.23,0.78,0.97,0.53,30.0,6990.96,60.0,55.0,1.0,3.0,857.0,1.0,0.25,1.0,310.0,0.1460038240917782
338.52,6.92,25.0,0.86,0.02,0.04,0.29,0.64,1.19,0.21,14.0,6439.39,60.0,46.0,0.0,3.0,288.0,7.0,0.66,0.0,340.0,0.5534117647058824
362.28,1.63,2.0,0.76,0.0,0.02,0.03,0.71,1.03,0.0,23.0,3629.67,30.0,42.0,1.0,3.0,707.0,9.0,0.49,0.0,153.0,0.7378640776699029
294.23,4.56,10.0,0.75,0.0,0.02,0.79,0.85,1.14,0.98,29.0,3829.6,15.0,48.0,3.0,3.0,864.0,3.0,0.21,1.0,67.0,0.4189944134078212
163.31,2.64,10.0,0.96,0.02,0.04,4.89,0.69,1.19,0.94,26.0,8471.06,60.0,44.0,2.0,0.0,152.0,7.0,0.07,0.0,307.0,0.07908374487758747
205.56,2.41,11.0,0.83,0.01,0.01,2.62,0.86,1.07,0.27,22.0,7163.49,30.0,12.0,0.0,3.0,354.0,7.0,0.07,0.0,871.0,0.09225498093890937
131.72,8.45,28.0,0.82,0.05,0.02,0.23,0.97,0.93,0.64,15.0,6736.13,30.0,23.0,1.0,2.0,870.0,11.0,0.59,0.0,197.0,0.6333333333333333
458.8,1.38,6.0,0.71,0.09,0.01,4.99,0.6,0.92,0.73,9.0,403.43,45.0,46.0,1.0,0.0,365.0,2.0,0.76,0.0,449.0,0.08768381601109496
312.53,4.77,4.0,0.85,0.07,0.02,3.72,0.91,0.83,0.58,26.0,1924.76,15.0,51.0,0.0,1.0,904.0,5.0,0.69,0.0,497.0,0.167478813559322
230.38,2.51,24.0,0.87,0.02,0.01,4.19,0.86,0.97,0.84,17.0,9629.98,30.0,53.0,2.0,1.0,600.0,10.0,0.59,0.0,399.0,0.16427745664739882
257.9,8.91,12.0,0.87,0.04,0.03,1.06,0.62,1.17,0.08,9.0,4598.28,30.0,42.0,0.0,1.0,878.0,7.0,0.21,1.0,29.0,0.4054368932038835
476.28,6.01,11.0,0.91,0.05,0.04,0.53,0.92,0.99,0.9,3.0,7835.79,30.0,34.0,3.0,3.0,364.0,2.0,0.86,1.0,221.0,0.5650326797385621
119.01,3.08,23.0,0.75,0.08,0.04,2.58,0.69,1.16,0.39,16.0,3954.32,15.0,53.0,0.0,1.0,439.0,10.0,0.63,1.0,545.0,0.15525088411665214
313.8,5.52,23.0,0.78,0.08,0.02,3.86,0.71,1.13,0.48,13.0,7666.8,45.0,29.0,3.0,0.0,48.0,10.0,0.69,0.0,612.0,0.011580731057855244
277.65,7.58,27.0,0.94,0.09,0.05,3.19,0.64,1.19,0.44,26.0,1280.2,90.0,37.0,2.0,0.0,312.0,2.0,0.22,1.0,972.0,0.06553051062199829
325.15,9.62,26.0,0.98,0.05,0.03,3.16,0.81,1.18,0.53,17.0,517.07,60.0,52.0,1.0,1.0,558.0,11.0,0.26,0.0,737.0,0.16944277737188182
58.15,2.98,25.0,0.74,0.07,0.02,3.79,0.8,1.08,0.6,32.0,4715.15,15.0,17.0,3.0,1.0,434.0,6.0,0.91,1.0,573.0,0.10882138836362841
442.46,8.98,13.0,0.85,0.01,0.04,1.14,0.74,1.15,0.71,24.0,5957.3,15.0,26.0,3.0,0.0,357.0,2.0,0.48,1.0,659.0,0.21302135776381662
469.45,9.41,5.0,0.76,0.06,0.04,3.31,0.67,1.1,0.52,36.0,3304.65,15.0,38.0,0.0,2.0,438.0,10.0,0.55,1.0,674.0,0.10771554662058422
304.31,9.25,6.0,0.72,0.02,0.04,1.96,0.94,1.08,0.68,22.0,7188.45,90.0,23.0,0.0,1.0,295.0,1.0,0.11,1.0,229.0,0.23837837837837839
363.49,6.72,1.0,0.8,0.04,0.01,0.35,0.95,1.09,0.34,9.0,5008.61,60.0,48.0,1.0,0.0,464.0,3.0,0.39,1.0,987.0,0.2674411797816053
465.12,6.67,6.0,0.74,0.06,0.02,1.01,0.82,1.09,0.94,22.0,9290.34,60.0,44.0,2.0,1.0,333.0,12.0,0.89,0.0,883.0,0.1305109785162523
368.26,4.63,18.0,0.91,0.03,0.04,3.97,0.7,0.95,0.06,41.0,941.41,30.0,12.0,3.0,0.0,528.0,1.0,0.9,1.0,182.0,0.1776056338028169
118.64,7.77,22.0,0.86,0.01,0.03,4.48,0.64,0.97,0.55,46.0,759.03,30.0,7.0,1.0,3.0,362.0,6.0,0.73,0.0,983.0,0.05721476784162885
309.33,5.78,9.0,0.74,0.0,0.03,1.41,0.95,0.92,0.09,20.0,9060.71,45.0,43.0,3.0,1.0,824.0,4.0,0.55,0.0,10.0,0.30705394190871366
323.02,7.1,24.0,0.7,0.0,0.03,0.95,0.64,0.86,0.44,3.0,6724.16,15.0,10.0,1.0,1.0,312.0,2.0,0.93,1.0,477.0,0.2348008385744235
240.86,4.86,25.0,0.94,0.0,0.04,0.13,0.61,0.98,0.26,36.0,6744.07,45.0,37.0,0.0,2.0,219.0,12.0,0.87,0.0,34.0,0.831858407079646
381.4,7.58,29.0,0.75,0.01,0.01,4.74,0.79,1.16,0.94,33.0,372.8,15.0,17.0,0.0,2.0,600.0,7.0,0.85,0.0,213.0,0.12935540069686408
470.47,8.42,15.0,0.88,0.02,0.03,3.42,0.89,1.06,0.01,18.0,9382.98,60.0,23.0,2.0,2.0,903.0,7.0,0.88,1.0,889.0,0.19511312217194568
466.51,2.32,26.0,0.8,0.02,0.01,4.79,0.78,0.82,0.39,36.0,7741.07,45.0,13.0,0.0,2.0,876.0,8.0,0.45,0.0,880.0,0.13479039095619408
252.88,8.5,8.0,0.88,0.1,0.03,4.32,0.62,1.12,0.78,10.0,7666.72,60.0,58.0,1.0,1.0,878.0,12.0,0.53,1.0,210.0,0.14887218045112782
100.96,5.86,19.0,0.79,0.03,0.04,1.7,0.88,1.17,0.19,36.0,9128.1,30.0,41.0,3.0,1.0,453.0,12.0,0.42,1.0,914.0,0.1406653294432288
493.18,8.6,24.0,0.73,0.01,0.0,0.56,0.86,1.13,0.82,21.0,5823.72,60.0,8.0,1.0,2.0,142.0,7.0,0.74,1.0,947.0,0.06946592478271464
427.5,4.88,16.0,0.77,0.05,0.03,2.5,0.87,1.09,0.86,25.0,4007.2,90.0,46.0,2.0,2.0,185.0,1.0,0.59,1.0,200.0,0.193325
106.1,4.41,6.0,0.76,0.09,0.02,0.13,0.68,0.86,0.71,49.0,4858.72,45.0,43.0,0.0,1.0,96.0,3.0,0.07,1.0,882.0,0.06661609776654025
464.38,9.24,29.0,0.83,0.07,0.01,0.75,0.92,0.94,0.21,40.0,7794.68,15.0,43.0,0.0,3.0,770.0,1.0,0.14,0.0,418.0,0.4410857142857142
441.45,3.26,6.0,0.9,0.03,0.02,1.17,0.79,1.03,0.27,9.0,7710.43,60.0,16.0,3.0,0.0,467.0,2.0,0.19,1.0,487.0,0.38578241656336637
283.48,8.6,22.0,0.78,0.06,0.01,3.33,0.81,0.83,0.17,48.0,6134.91,45.0,18.0,2.0,2.0,226.0,1.0,0.67,1.0,313.0,0.12226401729519143
316.07,5.36,3.0,0.7,0.07,0.02,2.55,0.82,0.84,0.18,27.0,2259.0,15.0,23.0,2.0,0.0,415.0,12.0,0.11,0.0,960.0,0.0792737676056338
229.55,5.63,10.0,0.86,0.07,0.02,1.51,0.71,1.17,0.04,15.0,8206.95,45.0,52.0,0.0,3.0,872.0,9.0,0.54,0.0,753.0,0.31864541832669324
74.64,3.78,1.0,0.88,0.07,0.04,2.82,0.7,1.08,0.86,32.0,6507.69,45.0,32.0,2.0,3.0,416.0,7.0,0.84,0.0,741.0,0.12027555800496002
200.84,6.16,28.0,0.99,0.09,0.04,0.63,0.6,0.91,0.53,48.0,2290.49,90.0,11.0,1.0,3.0,613.0,9.0,0.95,1.0,587.0,0.5526993865030675
411.28,3.93,14.0,0.88,0.09,0.03,3.78,0.76,0.93,0.33,44.0,4858.38,60.0,11.0,2.0,1.0,438.0,8.0,0.43,1.0,994.0,0.07382167481878722
52.08,1.35,4.0,0.84,0.06,0.0,3.56,0.79,0.95,0.29,39.0,9972.34,90.0,44.0,1.0,0.0,728.0,10.0,0.53,1.0,987.0,0.127719298245614
200.07,3.45,26.0,0.87,0.04,0.05,1.08,0.9,0.83,0.54,16.0,3350.96,30.0,53.0,1.0,3.0,241.0,2.0,0.83,0.0,545.0,0.177561044460127
229.18,1.06,12.0,0.98,0.06,0.03,3.03,0.63,1.1,0.33,28.0,1253.95,45.0,33.0,1.0,2.0,829.0,1.0,0.94,1.0,91.0,0.22858560794044666
291.83,9.81,6.0,0.95,0.08,0.0,2.52,0.97,0.87,0.86,6.0,314.51,60.0,11.0,0.0,3.0,720.0,5.0,0.39,0.0,612.0,0.24829545454545457
463.94,9.69,11.0,0.8,0.0,0.04,0.3,0.71,1.12,0.21,6.0,1927.86,30.0,14.0,1.0,2.0,439.0,7.0,0.35,0.0,693.0,0.3898323898323899
205.86,4.56,12.0,0.77,0.1,0.01,1.39,0.75,1.14,0.88,38.0,1950.97,30.0,37.0,3.0,2.0,47.0,2.0,0.45,1.0,961.0,0.01418109622560182
206.13,7.56,10.0,0.78,0.02,0.03,5.0,0.62,1.06,0.66,47.0,8594.88,90.0,39.0,2.0,3.0,433.0,4.0,0.25,1.0,556.0,0.0992161870503597
381.88,4.11,18.0,0.85,0.05,0.02,0.5,0.86,1.11,0.96,2.0,1645.93,30.0,27.0,1.0,2.0,408.0,7.0,0.86,0.0,555.0,0.3957477477477478
253.5,7.04,7.0,0.92,0.09,0.02,2.53,0.88,0.87,0.02,41.0,8640.24,15.0,41.0,3.0,2.0,890.0,9.0,0.32,1.0,271.0,0.23716713881019832
151.07,8.25,7.0,0.85,0.02,0.04,4.25,0.97,1.03,0.06,40.0,958.49,15.0,27.0,0.0,1.0,974.0,6.0,0.45,1.0,186.0,0.15866666666666665
253.6,9.52,11.0,0.72,0.05,0.02,1.5,0.73,1.07,0.5,7.0,9075.78,15.0,57.0,0.0,0.0,917.0,7.0,0.32,0.0,665.0,0.2736
113.39,4.6,4.0,0.92,0.01,0.0,1.3,0.7,1.06,0.91,27.0,2637.9,30.0,21.0,0.0,1.0,598.0,8.0,0.12,0.0,224.0,0.3960000000000001
129.37,8.05,20.0,0.94,0.04,0.05,4.45,0.89,0.85,0.73,28.0,6153.83,45.0,42.0,0.0,1.0,588.0,12.0,0.61,1.0,997.0,0.097652811645947
274.27,3.39,1.0,0.79,0.02,0.05,1.52,0.88,0.94,0.62,16.0,1681.3,60.0,8.0,2.0,1.0,194.0,12.0,0.59,1.0,150.0,0.30722222222222223
238.52,9.91,13.0,0.9,0.04,0.03,3.26,0.97,0.93,0.03,47.0,3961.55,15.0,36.0,0.0,0.0,386.0,8.0,0.29,0.0,277.0,0.2028169014084507
461.68,1.23,18.0,0.83,0.04,0.02,3.7,0.68,1.03,0.35,9.0,949.1,15.0,34.0,2.0,0.0,284.0,9.0,0.03,1.0,148.0,0.16953191489361702
213.08,6.43,9.0,0.97,0.1,0.0,3.94,0.88,1.11,0.35,15.0,5837.33,15.0,23.0,3.0,3.0,611.0,12.0,0.94,0.0,56.0,0.17672064777327937
311.26,6.94,26.0,0.95,0.1,0.04,4.97,0.63,1.03,0.54,34.0,3524.19,90.0,50.0,0.0,1.0,295.0,10.0,0.36,0.0,69.0,0.14321608040201006
334.52,7.19,24.0,0.86,0.01,0.0,4.02,0.79,1.1,0.26,20.0,8536.29,90.0,26.0,0.0,0.0,357.0,2.0,0.54,1.0,570.0,0.10622415600754875
55.89,2.08,24.0,0.91,0.07,0.0,3.29,0.65,0.84,0.27,14.0,1899.98,15.0,46.0,3.0,3.0,728.0,7.0,0.14,1.0,573.0,0.19727272727272724
348.59,9.45,9.0,0.97,0.01,0.03,4.48,0.86,1.15,0.62,11.0,2871.88,15.0,35.0,3.0,1.0,539.0,2.0,0.25,0.0,70.0,0.17523722627737226
130.12,2.63,23.0,0.85,0.0,0.01,4.53,0.84,1.01,0.94,30.0,1854.82,90.0,11.0,2.0,1.0,765.0,7.0,0.44,1.0,735.0,0.15370705244122965
482.48,6.6,29.0,0.79,0.01,0.0,4.87,0.62,0.81,0.66,3.0,5681.85,60.0,31.0,1.0,2.0,840.0,11.0,0.56,0.0,104.0,0.13323679727427598
116.9,3.0,9.0,0.93,0.1,0.02,3.88,0.73,1.06,0.67,2.0,1206.3,45.0,16.0,2.0,0.0,16.0,9.0,0.85,0.0,641.0,0.004281220429145035
236.58,3.76,10.0,0.77,0.09,0.01,0.97,0.76,1.01,0.99,14.0,1974.63,60.0,25.0,1.0,2.0,197.0,4.0,0.29,0.0,484.0,0.14477272727272725
88.41,5.92,28.0,0.82,0.02,0.01,3.55,0.7,0.89,0.15,29.0,6817.05,45.0,47.0,2.0,1.0,983.0,12.0,0.87,1.0,740.0,0.17661538461538462
498.59,4.75,2.0,0.96,0.02,0.0,0.38,0.62,1.11,0.03,5.0,836.7,30.0,54.0,1.0,1.0,609.0,5.0,0.46,0.0,49.0,0.6817391304347827
275.99,2.44,6.0,0.92,0.02,0.01,1.59,0.73,1.17,0.75,44.0,7457.32,30.0,7.0,0.0,1.0,125.0,5.0,0.43,1.0,355.0,0.12257327750285497
317.92,2.54,15.0,0.82,0.05,0.04,0.58,0.92,0.93,0.44,46.0,1132.9,60.0,53.0,1.0,3.0,508.0,12.0,0.4,0.0,336.0,0.4930379746835442
80.18,4.76,3.0,0.76,0.06,0.04,4.75,0.74,1.0,0.43,6.0,5896.34,90.0,40.0,3.0,2.0,72.0,2.0,0.89,0.0,980.0,0.009128092280390417
387.48,7.82,11.0,0.81,0.02,0.02,1.69,0.73,0.85,0.23,8.0,9978.31,15.0,20.0,3.0,2.0,450.0,3.0,0.25,0.0,446.0,0.29509293680297405
144.46,9.08,6.0,0.79,0.08,0.03,3.57,0.98,1.17,0.51,39.0,1821.54,30.0,31.0,1.0,1.0,353.0,10.0,0.86,1.0,838.0,0.06699299676733705
454.12,1.76,3.0,0.75,0.03,0.0,2.86,0.62,0.93,0.44,39.0,2684.75,90.0,32.0,0.0,2.0,596.0,1.0,0.09,1.0,415.0,0.1884715025906736
142.31,4.54,24.0,0.92,0.09,0.0,0.54,0.91,0.88,0.35,44.0,8994.42,90.0,27.0,0.0,1.0,388.0,3.0,0.96,1.0,753.0,0.28012072920439457
135.81,1.9,11.0,0.78,0.07,0.01,2.81,0.79,0.99,0.44,29.0,6300.24,45.0,22.0,1.0,1.0,304.0,5.0,0.5,1.0,220.0,0.19039370078740156
66.45,1.15,15.0,0.84,0.04,0.03,3.31,0.98,0.82,0.38,39.0,4976.06,30.0,16.0,1.0,2.0,692.0,9.0,1.0,1.0,47.0,0.18709976798143846
262.43,6.96,13.0,0.82,0.08,0.04,4.41,0.76,0.9,0.94,44.0,5670.78,60.0,38.0,3.0,0.0,241.0,1.0,0.61,1.0,477.0,0.07045358196057461
304.18,6.42,20.0,0.99,0.08,0.03,0.35,0.88,0.83,0.98,27.0,3025.4,90.0,50.0,3.0,1.0,449.0,6.0,0.12,1.0,326.0,0.6746666666666666
79.57,2.47,28.0,0.82,0.03,0.02,1.48,0.63,0.85,0.84,16.0,8567.69,60.0,51.0,2.0,1.0,403.0,12.0,0.06,1.0,220.0,0.32072580645161286
398.99,3.1,10.0,0.72,0.03,0.01,3.46,0.97,0.84,0.99,27.0,7478.16,60.0,26.0,0.0,2.0,769.0,2.0,0.19,1.0,92.0,0.15659192825112106
253.98,1.21,6.0,0.73,0.09,0.04,0.17,0.74,1.15,0.27,39.0,6460.42,30.0,15.0,0.0,2.0,884.0,12.0,0.42,1.0,365.0,0.5677777777777778
285.98,8.51,15.0,0.88,0.02,0.02,1.02,0.81,1.17,0.84,40.0,9324.25,60.0,40.0,0.0,2.0,746.0,6.0,0.75,1.0,639.0,0.4269306930693069
248.34,9.77,25.0,0.88,0.0,0.04,1.09,0.66,0.99,0.41,1.0,5823.3,60.0,37.0,2.0,1.0,285.0,10.0,0.0,0.0,824.0,0.14563106796116507
230.34,2.22,18.0,0.83,0.05,0.03,3.35,0.98,1.05,0.75,45.0,5167.58,15.0,25.0,2.0,0.0,883.0,6.0,0.26,0.0,548.0,0.18126436781609198
301.84,3.08,18.0,0.83,0.08,0.04,1.43,0.87,1.08,0.2,33.0,9759.36,60.0,53.0,3.0,0.0,713.0,1.0,0.59,1.0,218.0,0.314238683127572
119.86,8.82,7.0,0.72,0.08,0.05,3.0,0.62,0.96,0.81,39.0,2139.54,15.0,37.0,3.0,0.0,176.0,5.0,0.3,0.0,923.0,0.03157703141928494
131.87,9.34,15.0,0.85,0.09,0.05,4.83,0.66,0.95,0.08,27.0,1505.48,30.0,36.0,1.0,1.0,991.0,10.0,0.36,1.0,646.0,0.13267581475128642
437.8,4.78,18.0,0.85,0.05,0.03,3.97,0.76,1.07,0.27,17.0,1706.6,60.0,53.0,2.0,2.0,108.0,2.0,0.3,0.0,285.0,0.06156941649899396
475.75,1.46,18.0,0.74,0.01,0.03,1.66,0.69,0.95,0.82,15.0,9895.48,90.0,30.0,2.0,0.0,892.0,1.0,0.95,0.0,501.0,0.27541353383458644
217.99,1.35,20.0,0.73,0.06,0.01,2.36,0.72,1.03,0.75,22.0,6557.29,60.0,39.0,2.0,0.0,421.0,11.0,0.07,1.0,307.0,0.20422619047619045
171.84,6.17,9.0,0.74,0.08,0.05,1.0,1.0,1.01,0.5,19.0,3128.64,15.0,24.0,0.0,0.0,237.0,9.0,0.91,0.0,818.0,0.09862444987775061
339.8,4.54,24.0,0.73,0.01,0.02,0.08,0.86,1.01,0.67,28.0,2564.88,90.0,27.0,3.0,1.0,423.0,6.0,0.32,0.0,593.0,0.477331365935919
233.93,1.26,2.0,0.88,0.02,0.01,1.45,0.97,1.13,0.19,23.0,660.72,30.0,37.0,1.0,2.0,323.0,1.0,0.25,1.0,67.0,0.3519999999999999
61.42,6.25,8.0,0.76,0.0,0.02,1.85,0.77,1.08,0.67,36.0,1406.28,45.0,45.0,2.0,3.0,335.0,10.0,0.88,0.0,305.0,0.26666666666666666
120.27,1.1,20.0,0.78,0.06,0.01,2.82,0.88,1.18,0.01,49.0,9090.91,45.0,48.0,2.0,2.0,71.0,9.0,0.29,1.0,468.0,0.029118673647469458
372.19,8.09,2.0,0.75,0.09,0.03,4.72,0.78,1.12,0.83,39.0,7498.68,15.0,47.0,2.0,2.0,138.0,12.0,0.99,1.0,640.0,0.025727982954545457
346.52,3.76,11.0,0.99,0.07,0.03,4.74,0.73,0.86,0.52,48.0,9421.44,30.0,57.0,0.0,2.0,771.0,9.0,0.55,0.0,935.0,0.13226624308259888
62.19,1.36,26.0,0.96,0.1,0.02,0.35,0.81,1.1,0.94,49.0,4294.94,30.0,49.0,1.0,0.0,461.0,7.0,0.48,1.0,405.0,0.6399999999999999
149.89,6.3,7.0,0.77,0.01,0.0,3.07,0.77,1.07,0.48,20.0,6052.25,60.0,10.0,1.0,2.0,418.0,9.0,0.98,1.0,383.0,0.18729729729729727
153.98,4.58,6.0,0.8,0.09,0.05,0.21,0.99,1.06,0.43,47.0,4888.35,45.0,32.0,2.0,0.0,432.0,1.0,0.23,1.0,71.0,0.6016528925619835
352.35,9.76,10.0,0.76,0.08,0.04,3.24,0.8,0.99,0.45,9.0,8825.72,60.0,39.0,1.0,1.0,660.0,3.0,0.91,0.0,455.0,0.1649056603773585
58.87,5.9,5.0,0.85,0.03,0.04,0.59,0.92,0.82,0.36,23.0,9914.68,30.0,50.0,0.0,3.0,239.0,8.0,0.59,0.0,96.0,0.5185534591194969
96.85,3.48,11.0,0.71,0.1,0.02,4.73,0.87,1.18,0.17,45.0,9334.47,15.0,39.0,2.0,1.0,580.0,3.0,0.75,0.0,847.0,0.07636437812544429
409.96,7.38,1.0,0.9,0.03,0.04,4.32,0.79,1.14,0.84,7.0,6020.75,15.0,55.0,3.0,1.0,686.0,8.0,0.58,0.0,620.0,0.16409774436090224
130.35,3.44,2.0,0.86,0.09,0.02,0.11,0.79,0.99,0.39,31.0,711.84,90.0,26.0,3.0,3.0,521.0,3.0,0.62,0.0,408.0,0.705045045045045
343.74,9.14,24.0,0.97,0.09,0.01,3.91,0.74,0.86,0.53,11.0,6213.51,15.0,47.0,1.0,2.0,725.0,4.0,0.15,1.0,133.0,0.17977596741344196
157.18,4.37,1.0,0.75,0.08,0.01,3.18,0.64,1.13,0.02,40.0,1060.77,45.0,14.0,3.0,2.0,934.0,12.0,0.15,1.0,997.0,0.15464095636190872
94.75,5.95,19.0,0.94,0.06,0.02,2.48,0.9,0.97,0.06,17.0,1474.33,90.0,42.0,3.0,0.0,619.0,12.0,0.4,0.0,528.0,0.25390804597701144
159.43,1.46,2.0,0.94,0.01,0.01,3.01,0.97,0.96,0.6,36.0,1994.31,45.0,14.0,2.0,2.0,347.0,4.0,0.35,0.0,655.0,0.12294386171974644
375.02,4.84,21.0,0.74,0.05,0.05,3.39,0.69,1.07,0.88,26.0,3698.58,60.0,37.0,0.0,3.0,255.0,5.0,0.71,1.0,292.0,0.1398453833432146
435.06,8.49,20.0,0.82,0.04,0.0,4.42,0.97,1.1,0.49,36.0,5958.69,60.0,28.0,2.0,1.0,658.0,10.0,0.72,0.0,523.0,0.14523985239852397
423.6,8.25,29.0,0.75,0.08,0.02,3.84,0.69,0.83,0.16,18.0,3402.18,15.0,48.0,0.0,2.0,567.0,10.0,0.56,1.0,911.0,0.08872957697925267
228.73,3.02,23.0,0.78,0.08,0.02,2.88,0.81,1.11,0.12,31.0,4577.44,90.0,56.0,2.0,0.0,213.0,11.0,0.4,0.0,838.0,0.047009571143862415
350.64,3.03,21.0,0.78,0.09,0.02,4.12,0.74,1.09,0.9,49.0,568.16,45.0,53.0,3.0,1.0,914.0,4.0,0.68,0.0,681.0,0.1386328125
142.24,8.36,24.0,0.87,0.0,0.03,4.93,0.65,1.04,0.7,35.0,6235.6,45.0,25.0,2.0,1.0,202.0,7.0,0.69,1.0,166.0,0.1467116357504216
181.92,9.37,4.0,0.82,0.08,0.01,1.5,0.62,0.94,0.97,41.0,6604.61,30.0,26.0,1.0,0.0,848.0,11.0,0.81,0.0,235.0,0.30176000000000003
453.35,1.86,12.0,0.98,0.09,0.04,0.59,0.75,0.87,0.08,28.0,1083.96,15.0,29.0,1.0,1.0,368.0,4.0,0.81,1.0,842.0,0.24513542180193915
55.85,5.05,22.0,0.74,0.08,0.02,3.66,0.62,0.84,0.9,26.0,7872.66,60.0,30.0,0.0,0.0,563.0,11.0,0.07,1.0,664.0,0.12387222710584829
88.48,4.04,20.0,0.99,0.01,0.03,4.89,0.64,0.8,0.85,6.0,6509.85,30.0,49.0,0.0,0.0,683.0,1.0,0.37,1.0,403.0,0.16640067911714773
143.55,8.84,18.0,0.77,0.01,0.04,0.58,0.66,0.88,0.89,34.0,4948.32,60.0,30.0,0.0,3.0,745.0,5.0,0.42,1.0,275.0,0.48246835443037966
61.94,1.75,1.0,0.93,0.0,0.04,2.16,0.6,0.96,0.01,28.0,5573.31,60.0,42.0,1.0,3.0,263.0,12.0,0.85,1.0,275.0,0.2814614499424626
131.65,2.9,1.0,0.8,0.06,0.04,0.31,0.66,0.9,0.74,44.0,5080.15,45.0,15.0,2.0,2.0,293.0,8.0,0.5,1.0,558.0,0.30142548359736243
312.37,7.77,24.0,0.74,0.06,0.03,3.88,0.83,0.92,0.55,47.0,632.55,60.0,46.0,3.0,3.0,227.0,6.0,0.49,0.0,297.0,0.10894546558480984
239.64,1.46,14.0,0.96,0.1,0.02,4.74,0.93,0.96,0.57,9.0,7377.98,90.0,22.0,0.0,1.0,621.0,4.0,0.55,1.0,301.0,0.15052264808362367
451.7,5.43,4.0,0.79,0.04,0.03,2.49,0.68,0.92,0.47,29.0,5166.93,60.0,33.0,2.0,2.0,582.0,4.0,0.13,1.0,329.0,0.21730659025787963
417.85,4.98,5.0,0.9,0.03,0.04,2.05,0.63,1.09,0.74,34.0,1810.96,90.0,51.0,2.0,2.0,561.0,1.0,0.57,0.0,482.0,0.2862295081967213
203.82,4.01,11.0,0.87,0.06,0.04,4.54,0.89,1.0,1.0,12.0,6839.24,60.0,43.0,1.0,0.0,191.0,10.0,0.55,1.0,408.0,0.06910517094924613
